FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
MWF034,2018,158.4950877,73.16936608,112.0386066,56.04690255,B,Provincial Land,Lightning,Surface,Flat,CB Dry,27,40,NW,10,Air Tanker
MWF034,2022,3395.307818,1669.134569,2468.421828,1896.000274,E,Provincial Land,Lightning,Surface,Flat,Clear,18.9,29,NW,12,FPD Staff
MWF034,2023,561.5024197,285.620351,396.3094998,452.3868154,C,Provincial Land,Lightning,Surface,Flat,CB Wet,12,88,N,8,Air Tanker
MWF034,2025,63.78136594,20.28487278,57.25852026,22.09643017,B,Provincial Land,Lightning,Surface,Bottom,Cloudy,19.5,56,S,12,HAC
MWF035,2009,833.2863833,261.8357229,523.8734314,415.9317662,D,Provincial Land,Lightning,Surface,Flat,Cloudy,21,37,N,15,Air Tanker
MWF035,2017,81.21731127,35.98502716,44.58642009,42.54597494,B,Provincial Land,Lightning,Surface,Flat,Clear,27,40,W,10,HAC
MWF035,2022,2129.135751,444.073905,1657.262185,662.37279,D,Provincial Land,Lightning,Surface,Flat,Cloudy,22.8,73,SE,6,HAC
MWF035,2023,241.5532816,78.64762034,174.7144178,55.41652967,C,Provincial Land,Lightning,Surface,Flat,Rainshowers,10,88,N,6,HAC
MWF035,2025,99.23585591,54.2060789,71.43813443,48.34515536,B,Provincial Land,Lightning,Surface,Flat,Cloudy,26.3,33,W,4,Air Tanker
MWF036,2006,13501.39006,9265.263537,11441.89161,9369.959097,E,Provincial Land,Lightning,Surface,Flat,Clear,26,53,NW,10,HAC1H
MWF036,2009,190.8571999,93.47685238,170.3031788,89.03523068,C,Provincial Land,Lightning,Surface,Flat,CB Wet,25,38,N,4,HAC1H
MWF036,2013,166.6774809,3.741889955,108.8218518,23.8202069,B,Provincial Land,Lightning,Surface,Bottom,Clear,26,24,SE,10,HAC1H
MWF036,2017,171.1457191,84.71529454,80.9321612,63.21588173,B,Provincial Land,Lightning,Ground,Flat,Clear,25,46,E,5,HAC
MWF036,2022,43.67410319,9.05871314,27.87126089,9.047948941,A,Provincial Park,Lightning,Surface,Flat,Cloudy,26,42,E,9,HAC
MWF036,2024,22.01984217,17.4223639,15.0149862,16.36174136,A,Provincial Land,Lightning,Surface,Flat,CB Wet,19.2,78,NE,1,UNIT
MWF037,2006,2369.01542,924.7549289,2129.590469,1173.964583,A,Provincial Land,Lightning,Ground,Flat,Clear,28,48,NE,7,HAC1H
MWF037,2017,502.1598593,212.4594558,454.6359769,192.620801,C,Provincial Land,Lightning,Surface,Flat,Cloudy,30,47,SW,5,HAC
MWF037,2023,412.3281808,278.6971491,342.5053263,268.1300864,D,Provincial Land,Lightning,Surface,Flat,CB Dry,25,40,SW,5,FPD Staff
MWF037,2024,71.19045607,20.79410336,56.77216291,26.03620317,B,Provincial Land,Lightning,Ground,Flat,CB Wet,21,35,CLM,0,UNIT
MWF038,2009,638.7271094,262.1662233,516.2611575,357.5272414,D,Provincial Land,Lightning,Surface,Flat,Clear,25,38,N,4,WFC2
MWF038,2023,,1419.794037,1473.936997,1476.35927,E,Provincial Land,Lightning,Surface,Flat,CB Dry,25,40,SW,5,FPD Staff
MWF038,2024,30.86872264,14.36228068,22.83056172,15.41588385,A,Provincial Land,Lightning,Surface,Flat,CB Dry,19,66,W,1,HAC
MWF039,2013,603.5316152,282.9626747,396.2695777,167.2356664,C,Provincial Land,Undetermined,Surface,Flat,CB Wet,24,23,SE,26,FTAC
MWF039,2014,180.0752907,115.8624815,156.6105864,76.61460129,C,Provincial Land,Lightning,Ground,Flat,CB Dry,27,35,SW,15,HAC1H
MWF039,2016,356.4981111,151.223967,344.4855767,193.2413079,C,Provincial Land,Lightning,Surface,Flat,Cloudy,27,19,N,10,FTAC
MWF039,2017,489.9628957,245.9218781,385.6051357,274.7895079,C,Provincial Land,Lightning,Crown,Flat,Clear,27,31,N,10,HAC
MWF039,2023,18650.40063,2768.040154,11855.11777,6643.630993,E,Provincial Land,Lightning,Surface,Flat,CB Dry,25,40,SW,5,FPD Staff
MWF040,2021,2453.702557,831.7532839,2075.031059,877.5104854,E,Provincial Land,Lightning,Surface,Flat,Clear,32,30,SW,15,FPD Staff
MWF040,2023,1214.633507,306.1742213,1062.253855,328.0036715,E,Provincial Land,Lightning,Surface,Bottom,CB Dry,24,40,SW,5,FPD Staff
MWF040,2025,20.34532054,13.82766761,18.61327165,16.43314597,A,Provincial Land,Lightning,Surface,Flat,CB Dry,25,35,W,15,HAC
MWF041,2006,101.2664786,67.53743259,85.28174937,64.1952396,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,50,SW,5,HAC1H
MWF041,2009,10484.90688,5500.96317,6384.786559,5702.51764,E,Provincial Land,Lightning,Ground,Flat,Cloudy,21,37,N,15,Air Tanker
MWF041,2011,9829.476743,7165.544365,8642.061989,5950.75976,E,Provincial Land,Lightning,Surface,Flat,Clear,25,25,NW,15,HAC1H
MWF041,2012,72.92929866,37.32184362,66.99420942,43.21110732,B,Provincial Land,Lightning,Crown,Flat,CB Dry,33,32,SE,12,HAC1F
MWF041,2013,290.9926058,74.68046482,220.0322179,142.3122863,C,Provincial Land,Lightning,Surface,Flat,CB Dry,26,30,N,10,HAC1H
MWF041,2014,508.0103346,283.1757372,488.8728937,209.3779849,C,Provincial Land,Lightning,Crown,Flat,Rainshowers,25,100,CLM,0,Air Tanker
MWF042,2006,664.4561234,502.0379436,509.1005822,397.1565432,D,Provincial Land,Lightning,Surface,Lower 1/3,Clear,31,30,NW,15,HAC1H
MWF042,2007,207.7965035,133.001136,159.4240239,128.6222591,C,Provincial Land,Lightning,Surface,Flat,Clear,29,35,NW,10,HAC1R
MWF042,2014,118.2931886,60.46540539,103.348747,54.78052078,B,Provincial Land,Lightning,Surface,Flat,Clear,24,50,SW,10,Air Tanker
MWF042,2019,155.8246975,49.02813702,112.2099239,20.23550111,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,32,W,5,FTAC
MWF042,2021,16056.10153,5459.465851,12651.34247,7700.759029,E,Provincial Land,Lightning,Surface,Flat,Clear,30,35,N,10,Air Tanker
MWF043,2006,6979.589338,1067.276322,3812.791606,1161.144691,E,Provincial Land,Lightning,Crown,Lower 1/3,Clear,31,30,NW,15,HAC1H
MWF043,2009,494.0506852,62.75126113,140.9546384,227.1035264,C,Provincial Land,Lightning,Crown,Flat,CB Wet,21,38,NW,15,HAC1H
MWF043,2012,434.9530139,98.40057527,310.4562319,226.7963239,C,Provincial Land,Lightning,Ground,Flat,CB Dry,27,35,W,5,Air Tanker
MWF043,2014,127.6277578,85.13825379,113.4260134,71.33607123,B,Provincial Land,Lightning,Surface,Flat,Clear,22,40,CLM,0,HAC1H
MWF043,2015,137.8520489,58.10488955,127.0304944,16.32135561,B,Provincial Land,Lightning,Crown,Flat,Cloudy,20,39,SW,11,HAC
MWF043,2021,468.7413804,211.8099624,406.1426578,248.1218985,C,Provincial Land,Lightning,Surface,Flat,Clear,28,25,W,10,HAC
MWF043,2023,31998.63681,17212.22315,28202.70716,19342.04236,E,Provincial Land,Lightning,Surface,Flat,Clear,27,40,NW,20,HAC
MWF043,2024,2446.285757,633.3536127,1537.683797,1075.665072,E,Provincial Land,Lightning,Ground,Flat,Cloudy,27,35,NW,9,HAC
MWF044,2021,667.8935923,281.6635709,470.1887072,339.353286,D,Provincial Land,Lightning,Ground,Flat,CB Dry,36,31,SE,10,HAC
MWF044,2023,250.8203225,231.0413104,114.5911739,94.23345356,C,Provincial Land,Lightning,Crown,Flat,Clear,28,29,SW,5,HAC
MWF045,2015,811.3619923,441.5639403,464.10963,351.5842971,D,Provincial Land,Lightning,Crown,Flat,Cloudy,13.5,44,N,36,HAC
MWF045,2018,267.9235334,68.92204103,242.4652206,80.33673742,C,Provincial Land,Lightning,Crown,Flat,Clear,28,50,SE,5,FPD Staff
MWF045,2019,173.1048912,84.24157354,104.8908889,118.0059405,B,Provincial Land,Lightning,Surface,Flat,CB Dry,17,49,SW,10,Air Tanker
MWF045,2024,6398.707695,4844.857554,4736.318917,3863.451186,E,Provincial Land,Lightning,Surface,Flat,Clear,27.5,47,NW,7,FPD Staff
MWF046,2006,214.468443,67.66319953,164.5749266,93.79324654,B,Provincial Land,Lightning,Ground,Flat,Cloudy,19,43,W,15,HAC1H
MWF046,2009,107.3616904,32.04251658,60.19651237,11.1944612,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,30,SE,10,HAC1H
MWF046,2011,414.7118726,272.6083361,308.1751017,252.7952957,C,Provincial Land,Railroad,Surface,Flat,Clear,25,35,NE,10,Air Tanker
MWF046,2018,83.37627085,62.79617505,52.15751157,69.02526417,B,Provincial Land,Lightning,Ground,Flat,CB Dry,26,30,SE,5,RAP
MWF046,2019,186.4777595,42.13106479,176.1645469,57.47097916,B,Provincial Land,Lightning,Surface,Flat,CB Dry,17,49,SW,10,FTAC
MWF046,2022,2785.4929,973.0390392,2373.516352,851.8006073,E,Provincial Land,Lightning,Surface,Flat,Cloudy,20,30,S,20,HAC
MWF046,2024,47.76794244,11.85000335,39.67844092,21.44483499,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,18,60,NW,10,HAC
MWF047,2008,364.9442342,136.3531874,147.261921,113.9264064,C,Provincial Land,Lightning,Surface,Lower 1/3,Clear,26.5,22,E,2,Air Tanker
MWF047,2015,769.0254338,175.139482,549.6587541,218.0985932,D,Provincial Land,Lightning,Surface,Flat,CB Wet,26,35,N,25,HAC
MWF047,2017,372.8308373,58.80849227,237.0464549,138.5729117,C,Provincial Land,Lightning,Surface,Flat,Clear,31,45,W,5,Air Tanker
MWF047,2022,44.81169234,23.67195894,41.13397965,11.42745122,B,Provincial Land,Lightning,Surface,Flat,Clear,30,41,SW,3,HAC
MWF047,2024,25350.72188,21637.62626,19697.10318,15575.86977,E,Provincial Land,Lightning,Crown,Flat,CB Wet,21,35,SW,25,Air Tanker
MWF047,2025,301.094707,190.0498567,201.3685598,214.897618,C,Provincial Land,Lightning,Surface,Flat,Clear,29,29,SW,7,HAC
MWF048,2007,164.9299132,29.3204641,146.4708961,39.49814582,B,Provincial Land,Lightning,Crown,Flat,CB Wet,31,30,SW,15,HAC1H
MWF048,2009,215.5304044,97.02866214,194.2037049,96.06029253,C,Provincial Land,Lightning,Crown,Flat,Clear,25,23,NW,10,HAC1H
MWF048,2010,118.8666839,8.958226421,85.98071028,45.48968479,C,Provincial Land,Lightning,Surface,Flat,CB Dry,25,35,SE,10,HAC1H
MWF048,2011,4342.295211,3894.723859,3771.800678,1870.135786,E,Provincial Land,Lightning,Surface,Flat,Clear,25,32,E,20,HAC1H
MWF048,2022,136.5482023,77.16264043,119.9807974,72.20224811,B,Provincial Land,Lightning,Surface,Flat,Clear,30,42,SW,4,HAC
MWF048,2023,5718.182892,3595.979604,3003.758845,2259.797594,E,Provincial Land,Lightning,Ground,Flat,Clear,12.5,100,NW,11,HAC
MWF048,2025,268.0615706,128.1149322,194.2373722,93.06644558,C,Provincial Land,Lightning,Surface,Lower 1/3,Clear,29,25,NW,15,Air Tanker
MWF049,2007,528.2254596,219.0385267,480.813213,193.0307364,C,Provincial Land,Lightning,Surface,Flat,Cloudy,27,30,N,5,HAC1H
MWF049,2011,3112.154332,635.8803822,2781.627726,628.4249287,E,Provincial Land,Lightning,Surface,Middle 1/3,Clear,20,45,W,15,FPD Staff
MWF049,2021,104.5837112,65.53587618,61.58355644,25.36113481,B,Provincial Land,Lightning,Crown,Flat,Clear,25.5,50,SW,8,FTAC
MWF049,2023,1092.830299,308.6190924,915.0752358,195.7860315,D,Provincial Land,Lightning,Surface,Flat,Cloudy,23,35,E,10,HAC
MWF049,2024,47.9317604,24.71840897,38.50694438,33.93345282,B,Provincial Land,Lightning,Surface,Flat,CB Wet,24,65,CLM,0,HAC
MWF050,2008,220.40341,49.95311562,163.2021751,46.10613863,B,Provincial Land,Lightning,Crown,Flat,Cloudy,24,32,E,20,Air Tanker
MWF050,2010,214.7239735,82.76701947,135.7112404,90.09106432,C,Provincial Land,Lightning,Surface,Flat,Clear,32,40,CLM,0,Air Tanker
MWF050,2023,1066.412799,,561.7133679,151.5139165,D,Provincial Land,Lightning,Surface,Flat,Clear,25,45,N,10,UNIT
MWF050,2024,30.86216997,20.67042953,20.29129368,24.33856627,B,Provincial Land,Lightning,Surface,Middle 1/3,Cloudy,21,72,SE,5,HAC
MWF050,2025,82.3477257,34.11701512,62.4657909,19.88124578,B,Provincial Land,Lightning,Surface,Flat,Clear,33,20,S,15,HAC
MWF051,2014,5456.174691,1950.062175,3414.127549,1357.105011,E,Provincial Land,Lightning,Crown,Flat,Cloudy,39,45,SW,3,Air Tanker
MWF051,2018,465.6880807,284.4544846,312.353969,322.1264794,C,Provincial Land,Lightning,Crown,Flat,Clear,29,45,SE,15,HAC
MWF051,2023,110.1953492,51.76445576,76.10206598,,B,Provincial Land,Lightning,Ground,Flat,Clear,27,42,SE,5,HAC
MWF052,2012,13501.87021,4175.262144,8457.973167,5448.731479,E,Provincial Land,Lightning,Surface,Flat,Clear,32,27,N,20,HAC1H
MWF052,2016,330.8078938,85.01355011,239.3076016,70.38954184,C,Provincial Land,Lightning,Crown,Flat,CB Dry,22.5,59,NE,10,Air Tanker
MWF052,2019,4641.403684,1150.735201,3938.17917,821.1521055,E,Provincial Land,Lightning,Ground,Lower 1/3,Cloudy,26,30,N,15,HAC
MWF052,2022,1013.088823,521.8307291,726.8715558,532.8904238,D,Provincial Land,Lightning,Surface,Flat,Cloudy,24,40,SW,3,HAC
MWF052,2025,18.04354993,9.345360315,14.2037071,12.33773963,A,Provincial Land,Lightning,Surface,Flat,Rainshowers,31,27,NW,20,HAC
MWF053,2014,134.8025822,67.26119622,82.43098064,39.2775514,B,Provincial Land,Lightning,Crown,Flat,Cloudy,30,32,SW,25,Air Tanker
MWF053,2015,1004.801109,292.9641237,822.1533388,506.7029956,D,Provincial Land,Lightning,Surface,Flat,Clear,30,25,CLM,0,HAC
MWF053,2016,231.0193198,97.01378787,112.5979185,5.690973775,B,Provincial Land,Lightning,Surface,Flat,CB Dry,25,40,S,6,Air Tanker
MWF053,2019,152.7559787,84.46383519,117.8950496,103.413922,B,Provincial Land,Lightning,Ground,Bottom,Cloudy,26,30,NW,15,HAC
MWF053,2022,377.7305057,,232.4159931,99.24393632,C,Provincial Land,Lightning,Crown,Flat,Clear,32,31,SW,4,HAC
MWF053,2025,576.2357976,255.6700609,383.3372688,254.9341845,C,Provincial Land,Lightning,Ground,Flat,Clear,29,44,NE,10,HAC
MWF054,2006,5666.864553,2919.726568,4757.249841,2097.340359,E,Provincial Land,Lightning,Surface,Flat,Clear,15,60,CLM,0,HAC1R
MWF054,2010,960.6498857,332.0936275,715.4369141,327.221993,D,Provincial Land,Lightning,Surface,Flat,Cloudy,28,46,SE,5,FPD Staff
MWF054,2013,2818.186491,1310.021831,1691.114101,1065.625813,E,Provincial Land,Lightning,Surface,Upper 1/3,Clear,25,30,SE,5,HAC1H
MWF054,2014,122.8178104,49.49123829,76.04822305,39.1391766,B,Provincial Land,Lightning,Surface,Flat,Clear,27.5,51,SE,7,HAC1H
MWF054,2018,488.2516839,48.4498427,211.2532565,116.3722688,C,Provincial Land,Lightning,Surface,Flat,Cloudy,25,66,N,6,Air Tanker
MWF054,2025,17.29660628,8.568866751,15.87929132,5.115423583,B,Provincial Land,Lightning,Surface,Flat,Cloudy,32,70,NW,15,FPD Staff
MWF055,2013,346.6469053,229.5069501,214.6524265,183.7822665,C,Provincial Land,Lightning,Crown,Flat,Clear,32,29,S,10,HAC1H
MWF055,2022,1883.055612,370.5206674,1058.180034,201.9641315,D,Provincial Land,Lightning,Surface,Flat,Clear,28.7,64,SE,6,UNIT
MWF055,2023,4807.553422,64.24715805,3228.55146,1624.275475,E,Provincial Land,Lightning,Surface,Flat,Clear,27,40,SE,4,HAC
MWF056,2006,580.9478686,141.1775466,371.5399802,303.5258504,C,Provincial Land,Lightning,Ground,Flat,Clear,25,30,SE,20,WFC2
MWF056,2008,499.3169838,190.1394161,437.4463325,29.12307074,C,Provincial Land,Lightning,Surface,Flat,Clear,10,60,E,15,HAC1R
MWF056,2012,8896.877451,1981.199262,7381.651639,4256.271636,E,Provincial Land,Lightning,Surface,Flat,Clear,32,27,N,20,FPD Staff
MWF056,2024,5068.199126,2786.727278,3678.995399,3079.856138,E,Provincial Land,Lightning,Surface,Flat,Clear,23,40,N,10,HAC
MWF057,2009,565.0235611,278.1821437,234.8808691,273.6557003,D,Provincial Land,Lightning,Surface,Flat,Rainshowers,20,47,NW,7,Air Tanker
MWF057,2012,213.5739816,108.7276357,185.7664344,141.3803639,C,Provincial Land,Lightning,Surface,Flat,Clear,26,54,W,5,Other Agency
MWF057,2014,200.5309973,76.22094199,168.714091,37.21759373,B,Provincial Land,Lightning,Surface,Flat,Clear,30,46,N,5,Air Tanker
MWF057,2017,577.5216837,132.5572497,453.8419505,164.7912406,C,Provincial Land,Lightning,Crown,Flat,Clear,30,33,SW,10,RAP
MWF057,2018,311.9535846,74.62954575,279.5713675,90.06963067,C,Provincial Land,Lightning,Surface,Flat,Clear,28,90,NE,30,HAC
MWF057,2021,662.1006627,128.5829187,422.059686,333.2725739,D,Provincial Land,Lightning,Crown,Flat,CB Dry,28,25,E,15,HAC
MWF057,2024,308.2782556,173.8852062,173.0817702,191.7373615,C,Provincial Land,Lightning,Surface,Flat,Clear,21,51,S,15,Air Tanker
MWF058,2010,14436.64304,4021.150519,10949.32429,3271.925433,E,Provincial Land,Lightning,Surface,Flat,Clear,23,59,SW,15,FPD Staff
MWF058,2019,452.6363841,140.3027855,375.5798004,28.48948734,C,Provincial Land,Lightning,Surface,Flat,Clear,27,35,N,4,FTAC
MWF058,2024,26.29190748,5.329403971,20.84230191,10.58021077,B,Provincial Land,Lightning,Surface,Flat,CB Dry,22,53,S,2,HAC
MWF058,2025,111.8685494,76.36040118,66.53006396,38.05695851,B,Provincial Land,Lightning,Ground,Flat,Cloudy,19.8,71,N,3,HAC
MWF059,2010,2343.043422,1115.368786,1878.697346,1138.441889,E,Provincial Land,Lightning,Surface,Flat,Clear,23,52,SW,8,FPD Staff
MWF059,2021,6022.527869,2301.530214,5585.051184,773.0376372,E,Provincial Land,Lightning,Surface,Flat,Clear,24,47,W,6,HAC
MWF059,2022,206.2581545,43.64514468,88.70104564,124.1264545,C,Provincial Land,Lightning,Surface,Flat,Clear,22,36,NW,7,HAC
MWF059,2025,,30.03102057,21.08327757,14.76480241,B,Provincial Land,Lightning,Surface,Flat,Clear,21.2,63,SE,5,HAC
MWF060,2014,117.9832578,47.25940092,96.27943352,38.4740784,B,Provincial Land,Lightning,Surface,Flat,CB Dry,24,40,SE,10,HAC1H
MWF060,2018,179.6464717,126.7737121,133.3193611,94.50748078,C,Provincial Land,Lightning,Ground,Flat,CB Dry,18,70,SE,5,HAC
MWF060,2019,94.52030562,55.46634301,70.89540912,58.23063822,B,Provincial Land,Lightning,Surface,Flat,CB Dry,22,41,E,10,FTAC
MWF060,2021,829.2152596,246.6488816,713.1789754,398.7915106,D,Provincial Land,Lightning,Surface,Flat,CB Dry,28,25,E,15,Air Tanker
MWF060,2025,30.3753256,13.34497231,22.12853607,7.869692221,A,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,17,80,CLM,0,HAC
MWF061,2006,2217.421382,1836.385415,813.1940658,1435.419843,E,Provincial Land,Lightning,Crown,Flat,Clear,29,26,SW,33,Air Tanker
MWF061,2010,113.5579009,64.22194032,79.21030194,64.18169996,B,Provincial Land,Lightning,Surface,Flat,Clear,30,28,SW,15,HAC1H
MWF061,2012,572.79441,302.9006333,452.9539805,255.9298234,C,Provincial Land,Lightning,Surface,Flat,CB Wet,18,57,E,10,Air Tanker
MWF061,2021,356.1020236,265.8343448,114.8025484,219.6832651,C,Provincial Land,Lightning,Surface,Flat,Clear,22,30,SW,5,Air Tanker
MWF061,2024,4600.43892,1630.902122,2558.579322,1520.490703,E,Provincial Land,Lightning,Surface,Bottom,Clear,22,45,NW,15,FPD Staff
MWF062,2006,1051.308509,463.1157607,963.6112927,424.1026274,E,Provincial Land,Lightning,Crown,Flat,Clear,29,26,SW,33,Air Tanker
MWF062,2010,166.9231035,109.1918954,133.0138536,99.84463162,C,Provincial Land,Lightning,Surface,Flat,CB Dry,27,33,SW,22,HAC1H
MWF062,2016,740.5148492,593.4555282,695.2432319,465.9972319,D,Provincial Land,Lightning,Ground,Flat,Cloudy,19,47,NW,15,HAC
MWF063,2006,1403.00752,367.9931844,1286.150879,449.4281093,E,Provincial Land,Lightning,Crown,Flat,Clear,14,71,SE,20,Air Tanker
MWF063,2021,198.9209101,47.63299249,103.8778542,40.73154424,B,Provincial Land,Lightning,Ground,Flat,Cloudy,22,49,NW,11,HAC
MWF063,2022,67.19380082,41.33843781,62.75955227,44.25273377,B,Provincial Land,Lightning,Surface,Flat,CB Wet,26,58,W,15,Air Tanker
MWF063,2024,17356.32249,9929.474935,16819.86898,6204.886352,E,Provincial Land,Lightning,Ground,Flat,Clear,27,41,N,5,HAC
MWF064,2010,4826.852496,2154.747813,2928.24664,1251.316491,E,Provincial Land,Lightning,Surface,Flat,Cloudy,21,45,SE,5,FPD Staff
MWF064,2021,148.7819322,49.88763167,50.38302213,81.92157951,B,Provincial Land,Lightning,Surface,Flat,Cloudy,17,36,NW,35,HAC
MWF064,2024,3045.694641,830.330498,1515.982533,618.9823352,E,Provincial Land,Lightning,Ground,Flat,Clear,28,30,NW,15,HAC
MWF065,2010,3055.898423,1836.981403,2130.427614,2310.848243,E,Provincial Land,Lightning,Surface,Flat,Clear,26,52,SE,3,FPD Staff
MWF065,2012,470.4905283,171.9783343,236.4668256,375.9928663,C,Provincial Land,Lightning,Ground,Flat,Cloudy,26,50,W,15,Air Tanker
MWF065,2014,,47.37746132,78.71652811,47.00506071,B,Provincial Land,Lightning,Surface,Flat,Clear,20,69,CLM,0,Air Tanker
MWF066,2009,144.0109093,103.0669448,127.3551325,91.92982535,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,39,SE,2,Air Tanker
MWF066,2018,476.877792,80.05128285,337.3586021,197.4605435,C,Provincial Land,Lightning,Ground,Flat,Cloudy,27,54,SW,16,HAC
MWF066,2019,116.1292008,35.00467859,84.3914963,29.19594359,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,85,CLM,0,UNIT
MWF066,2022,21.08014302,14.71786622,15.34037053,13.93896851,B,Provincial Land,Lightning,Surface,Flat,Cloudy,22,60,NE,3,Air Tanker
MWF067,2008,184.0213346,134.2134798,136.9891685,84.60835635,C,Provincial Land,Lightning,Surface,Flat,CB Dry,20,30,W,20,HAC1H
MWF067,2012,247.0266194,25.72913695,178.0445465,34.28681076,C,Provincial Land,Lightning,Ground,Flat,CB Dry,18,60,W,10,HAC1H
MWF067,2016,192.0301346,8.524576492,126.1501893,43.72942624,B,Provincial Land,Lightning,Ground,Flat,Rainshowers,13,70,S,7,HAC
MWF068,2010,430.6903264,304.5175553,350.4812411,356.6399034,C,Provincial Land,Lightning,Surface,Upper 1/3,Clear,22,30,W,25,HAC1H
MWF068,2013,523.4693317,165.6229837,322.282763,91.93338721,C,Provincial Land,Lightning,Crown,Flat,CB Dry,26,62,W,2,HAC1F
MWF068,2022,185.5393878,61.5016158,113.5535908,94.47625523,B,Provincial Land,Lightning,Surface,Flat,CB Wet,32,30,SW,15,FPD Staff
MWF068,2024,17158.15018,10116.11524,10063.44818,7957.21616,E,Provincial Land,Lightning,Ground,Flat,Clear,30,35,W,20,FPD Staff
MWF069,2019,424.2971679,88.96789728,267.7428106,179.1185026,C,Provincial Land,Lightning,Surface,Flat,Clear,31,32,S,10,HAC
MWF070,2006,4785.704236,1116.672801,3079.68138,1853.427153,E,Provincial Land,Lightning,Crown,Flat,Clear,29,26,SW,33,Air Tanker
MWF070,2010,391.7254624,136.3060957,187.7538455,151.3195815,C,Provincial Land,Lightning,Surface,Flat,Cloudy,21,34,CLM,0,FPD Staff
MWF070,2016,94.39691485,31.8568753,61.22092481,53.63687007,B,Provincial Land,Lightning,Surface,Flat,Cloudy,23,51,E,6,HAC
MWF070,2018,259.0248868,137.8633919,145.2302685,100.4088034,C,Provincial Land,Lightning,Surface,Flat,CB Dry,29,46,SE,5,HAC
MWF070,2019,314.3233812,63.68055235,192.2438993,123.5597277,C,Provincial Land,Lightning,Ground,Flat,Clear,30.4,35,N,10,Air Tanker
MWF071,2006,1222.816515,750.3405297,921.356914,880.6429732,E,Provincial Land,Lightning,Crown,Flat,Cloudy,29,26,SW,33,Air Tanker
