FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
PWF056,2024,437.9828718,119.830919,300.969167,158.2812634,C,Provincial Land,Lightning,Surface,Flat,Clear,21.2,40,E,8,FTAC
PWF056,2025,267.4924743,41.1299337,219.379199,43.41915745,C,Provincial Land,Lightning,Surface,Flat,Cloudy,25,18,W,10,FPD Staff
PWF057,2019,126.8524344,5.873731167,37.12429816,21.48326683,B,Provincial Land,Incendiary,Surface,Flat,Cloudy,13,45,N,2,Industry
PWF058,2007,104.0961615,41.78911856,71.03451725,45.38368559,B,Provincial Land,Lightning,Crown,Flat,Rainshowers,21,60,NE,5,HAC1H
PWF058,2012,295.0672593,60.34041236,238.0478661,115.3383515,B,Private Land,Agriculture Industry,Surface,Flat,Clear,25.5,31,S,8,Land Owner
PWF059,2022,246.6435322,36.62663446,203.0291113,42.84116136,B,Provincial Land,Lightning,Ground,Lower 1/3,Clear,26,40,W,3,UNIT
PWF060,2007,223.1904165,65.02017167,160.8286278,35.66095528,B,Provincial Land,Lightning,Surface,Flat,CB Dry,24,75,N,15,Air Tanker
PWF060,2012,789.6525877,364.0565616,611.5243333,405.467548,D,Provincial Land,Lightning,Crown,Flat,Clear,28,35,SE,10,Air Tanker
PWF061,2009,340.5415763,108.5264319,240.1323991,73.59058062,C,Provincial Land,Lightning,Crown,Flat,Clear,23,28,W,6,HAC1F
PWF061,2019,511.4952309,176.1512332,244.8903866,242.2005587,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,16,32,E,24,Land Owner
PWF061,2023,343.4065995,147.3776026,274.2793819,129.2777614,C,Provincial Land,Lightning,Crown,Flat,Cloudy,21,70,NW,10,Air Tanker
PWF062,2007,150.3623225,47.23576221,107.1087976,35.4154065,B,Provincial Land,Lightning,Surface,Flat,Cloudy,25,40,NE,15,FPD Staff
PWF062,2012,53.22958318,18.34393989,41.02869492,23.49914628,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,30,S,5,HAC1H
PWF062,2015,372.8063985,76.49995899,320.7603669,63.87564072,C,Provincial Land,Lightning,Surface,Flat,CB Wet,20,60,S,5,Air Tanker
PWF062,2018,424.5616636,146.8073949,258.4728081,210.8484428,C,Provincial Land,Lightning,Surface,Flat,CB Wet,15,60,SW,20,FTAC
PWF062,2019,147.7404328,62.19856148,75.13769409,49.06976671,B,Private Land,Power Line Industry,Surface,Flat,Clear,18,24,SE,25,Fire Department
PWF063,2006,357.1615994,77.64080306,228.2841573,78.74100965,C,Provincial Land,Lightning,Crown,Flat,Cloudy,23,40,SW,10,HAC1H
PWF063,2009,412.6043039,321.8751857,338.4831516,254.6859106,C,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,19,36,NW,10,HAC1F
PWF063,2010,308.4732333,84.41452845,235.3649269,38.99254185,C,Provincial Land,Lightning,Surface,Flat,Clear,13,57,N,15,Air Tanker
PWF064,2010,555.2364995,156.3822672,423.3861096,130.654361,C,Provincial Land,Lightning,Crown,Upper 1/3,Cloudy,13,57,N,15,Air Tanker
PWF064,2022,294.326309,113.0653353,189.7475349,122.236703,C,Provincial Land,Lightning,Surface,Flat,Cloudy,18,62,E,5,Air Tanker
PWF065,2012,101.373419,62.03200036,83.34910846,45.67671409,B,Provincial Land,Lightning,Surface,Flat,Clear,27,40,NW,5,HAC1H
PWF065,2022,207.0242216,84.39855083,172.4830095,67.08307048,C,Provincial Land,Lightning,Surface,Flat,CB Dry,27,64,W,3,HAC
PWF065,2023,66.91446916,59.56315432,49.87832452,50.07460338,B,Provincial Land,Lightning,Surface,Flat,CB Wet,19,80,CLM,0,HAC
PWF066,2019,311.7288019,140.7489735,200.3831476,94.32599855,C,Private Land,Agriculture Industry,Surface,Upper 1/3,Clear,14,41,SE,27,HAC
PWF067,2018,93.89655525,43.84369669,62.79648518,43.37570873,B,Provincial Land,Lightning,Ground,Flat,CB Wet,17,89,NW,3,UNIT
PWF067,2023,6956.496659,3561.112513,6224.715995,2757.91214,E,Provincial Land,Lightning,Crown,Flat,Cloudy,17,100,NW,10,HAC
PWF067,2024,77.31238369,44.66916102,64.62717404,41.71390626,B,Provincial Land,Lightning,Surface,Flat,CB Wet,18,85,E,2,FPD Staff
PWF069,2006,557.7233063,531.6817872,546.4231668,537.5102342,D,Private Land,Resident,Ground,Flat,Cloudy,24,46,W,2,Land Owner
PWF069,2008,953.9448295,564.5466886,570.2475233,349.4997407,D,Provincial Land,Lightning,Crown,Flat,Clear,29,40,SE,15,HAC1H
PWF069,2009,4652.543201,3014.107925,3278.458523,3184.802503,E,Provincial Land,Lightning,Crown,Middle 1/3,CB Dry,21,30,W,5,FPD Staff
PWF069,2017,137.2450926,22.23697502,103.4837289,36.80641868,B,Provincial Land,Incendiary,Surface,Flat,Clear,21,47,SW,25,UNIT
PWF070,2008,1268.797432,818.1350566,796.4149979,613.4081253,E,Provincial Land,Lightning,Ground,Flat,CB Dry,27,44,SW,15,Air Tanker
PWF070,2010,193.3041415,81.14243557,156.6122195,72.65799148,C,Provincial Land,Lightning,Crown,Flat,CB Wet,18,71,NW,22,HAC1H
PWF070,2019,1313.956399,606.0825773,437.7385326,681.9039739,D,Provincial Land,Power Line Industry,Crown,Flat,CB Dry,24,28,W,15,HAC
PWF070,2025,131.1822348,67.39907494,100.8480392,25.44164859,B,Provincial Land,Lightning,Crown,Flat,Clear,22,46,S,2,HAC
PWF071,2007,214.2472189,104.4848436,105.1975274,82.18225683,C,Provincial Land,Lightning,Ground,Flat,Cloudy,21,39,SW,25,HAC1F
PWF072,2009,390.9807051,162.9065359,294.3571956,173.2465388,C,Provincial Land,Lightning,Crown,Flat,Cloudy,22,30,SE,10,HAC1H
PWF073,2009,520.8530004,208.399605,474.5963289,203.8430737,C,Provincial Land,Lightning,Surface,Flat,CB Dry,22.4,35,SE,10,HAC1H
PWF074,2024,6806.763654,1784.584628,5628.411353,2228.486314,E,Provincial Land,Lightning,Crown,Bottom,Clear,27,29,W,12,HAC
PWF076,2010,171.8796898,86.09358339,138.0808625,132.6887888,C,Provincial Land,Lightning,Surface,Flat,Cloudy,18,81,S,5,Air Tanker
PWF076,2019,640.5667714,284.5191928,485.6687485,241.239711,C,Provincial Land,Lightning,Surface,Flat,Clear,27,35,SW,15,HAC
PWF077,2018,660.0680896,226.4852831,465.2292739,261.0500898,D,Provincial Land,Lightning,Crown,Flat,Clear,24,40,W,15,HAC
PWF080,2023,98.04101836,46.05525648,71.83863095,53.23677237,B,Private Land,Resident,Surface,Flat,Clear,23,35,SW,25,Fire Department
PWF080,2025,160.8793981,57.65890884,131.4947297,101.9613521,B,Provincial Land,Lightning,Surface,Flat,Clear,24,57,SE,9,Air Tanker
PWF081,2010,148.4229152,56.22410434,140.5329267,53.5511072,B,Provincial Land,Lightning,Crown,Flat,CB Wet,19,90,CLM,0,Air Tanker
PWF081,2015,151.7876526,76.24485166,80.18766889,70.05576155,B,Provincial Land,Lightning,Surface,Flat,Clear,24,33,S,14,FTAC
PWF082,2009,427.8684418,160.5678175,306.0416587,177.9517068,C,Provincial Land,Lightning,Crown,Flat,CB Wet,23,40,N,5,Air Tanker
PWF082,2023,10555.63131,2895.693367,7360.740168,4304.9364,E,Provincial Land,Lightning,Crown,Flat,Clear,25,28,W,8,HAC
PWF083,2009,155.8222176,37.14791049,130.3589944,29.26434829,B,Provincial Land,Lightning,Surface,Flat,Clear,20,40,NE,12,HAC1F
PWF084,2012,90.7437671,17.4361918,76.94994243,19.05384472,B,Provincial Land,Lightning,Crown,Flat,Cloudy,16.9,65,CLM,0,HAC1H
PWF084,2015,333.8701067,164.9116709,277.560187,197.7840366,C,Provincial Land,Lightning,Crown,Flat,Clear,19,35,SW,20,Air Tanker
PWF084,2023,143.6874484,37.65133941,80.85982727,54.38268818,B,Private Land,Agriculture Industry,Surface,Flat,Clear,16,40,S,3,Fire Department
PWF085,2012,133.0744724,25.44413827,79.25456161,41.42381468,B,Provincial Land,Lightning,Crown,Flat,CB Wet,20,100,NW,5,HAC1H
PWF085,2018,191.8820089,35.95947516,141.9738654,59.60203991,B,Provincial Land,Lightning,Surface,Flat,Clear,26,35,W,5,HAC
PWF086,2016,551.2682136,265.3142873,240.4852289,241.8018399,C,Provincial Land,Lightning,Crown,Flat,Rainshowers,21,75,SE,16,Air Tanker
PWF086,2017,57.59833466,37.99088893,31.40856355,44.35375736,B,Provincial Land,Lightning,Ground,Flat,Clear,24,45,NE,20,FTAC
PWF086,2019,222.1356168,1.766070962,140.5306822,46.3065452,B,Provincial Land,Lightning,Surface,Flat,Clear,22,43,S,25,HAC
PWF086,2024,713.0177799,462.8813436,410.4365307,489.5986383,D,Provincial Land,Lightning,Surface,Flat,Cloudy,25,60,E,15,HAC
PWF087,2018,381.5184521,115.1822853,302.3997549,124.748885,C,Provincial Land,Lightning,Surface,Flat,Clear,33,23,SW,5,HAC
PWF087,2025,236.2421228,120.6143491,180.9750882,100.7360634,C,Private Land,Agriculture Industry,Surface,Flat,Clear,27,24,N,12,HAC
PWF088,2015,580.0408803,200.4012515,440.3326015,157.3158906,C,Provincial Land,Lightning,Crown,Flat,Clear,25,48,W,10,Air Tanker
PWF088,2018,565.611217,143.4978635,430.0612901,147.3407702,C,Provincial Land,Lightning,Crown,Flat,CB Dry,28,35,SW,15,HAC
PWF088,2025,159.6266469,141.8692501,85.35848875,65.79129555,B,Provincial Land,Lightning,Surface,Flat,Clear,27,23,SE,10,HAC
PWF089,2008,639.262414,223.6602224,355.7638422,525.6233522,C,Provincial Land,Lightning,Surface,Flat,CB Dry,22,40,W,15,HAC1H
PWF089,2010,188.5415453,40.52139195,125.8680482,46.49365208,B,Provincial Land,Lightning,Surface,Flat,Clear,18,40,SW,5,HAC1H
PWF089,2025,183.1085841,108.7391991,172.4656559,142.482994,C,Provincial Land,Lightning,Surface,Middle 1/3,Clear,25,25,SE,10,HAC
PWF090,2010,133.5356353,76.2396314,79.67189693,84.14407912,B,Provincial Land,Lightning,Surface,Flat,Cloudy,25,40,N,10,HAC1H
PWF090,2012,179.8146987,49.04266476,123.6298112,36.72210855,B,Provincial Land,Lightning,Surface,Flat,Cloudy,21,60,NW,8,HAC1H
PWF090,2018,38.36287979,17.3443022,33.39742231,21.80853492,B,Provincial Land,Lightning,Surface,Flat,Clear,25,68,CLM,0,Air Tanker
PWF090,2022,90.63129072,41.60023482,74.40057019,20.49006209,B,Provincial Land,Lightning,Surface,Flat,Clear,27,40,W,11,HAC
PWF090,2023,997.6398109,149.8359545,874.7099507,83.15453398,D,Provincial Land,Lightning,Crown,Flat,Clear,28,31,W,5,HAC
PWF091,2016,116.7920551,27.10081989,85.08819565,35.25425263,B,Provincial Park,Lightning,Crown,Flat,CB Wet,21,60,N,15,HAC
PWF091,2023,2323.194646,61.34573419,1496.093514,228.8318199,D,Provincial Land,Lightning,Surface,Flat,Cloudy,25,40,W,10,HAC
PWF091,2025,105.6169296,49.47866007,60.60705372,66.36680233,B,Private Land,Recreation,Surface,Flat,Clear,14,65,SE,10,HAC
PWF094,2006,128.7709695,38.74654607,116.9804843,55.80408906,B,Provincial Land,Lightning,Surface,Flat,Clear,15,35,W,15,HAC1F
PWF094,2010,161.5251613,65.14691732,102.0488235,49.01484971,B,Private Land,Resident,Surface,Flat,Clear,22,40,CLM,0,Land Owner
PWF094,2023,147.1191299,46.3549253,94.98916795,13.1609012,B,Provincial Land,Lightning,Surface,Flat,Clear,22,42,W,6,HAC
PWF097,2018,457.8209646,120.5210319,261.4304615,141.4781231,C,Metis Settlement,Lightning,Surface,Flat,CB Dry,28,38,N,15,HAC
PWF097,2022,117.5735026,53.44666835,95.64485675,50.07137247,B,Provincial Land,Lightning,Crown,Flat,CB Wet,27,40,E,10,HAC
PWF098,2012,172.7112585,78.43698394,75.94520173,23.94722012,B,Private Land,Power Line Industry,Surface,Middle 1/3,Clear,27,45,W,20,Air Tanker
PWF098,2018,73.23464517,56.15625607,54.58802798,45.87301823,B,Provincial Land,Lightning,Surface,Flat,CB Dry,21,38,SW,15,FTAC
PWF098,2019,290.9634592,45.05832973,225.8138562,66.52182057,C,Provincial Land,Lightning,Surface,Flat,CB Dry,32,50,W,10,HAC
PWF099,2010,157.8405392,93.97327529,131.5134729,117.7788247,B,Provincial Land,Lightning,Surface,Flat,Clear,23,35,W,15,HAC1H
PWF099,2012,95.78604044,37.23677425,66.91015829,45.93988068,B,Provincial Land,Lightning,Surface,Flat,Clear,28,52,SE,2,HAC1H
PWF099,2019,544.2194022,194.2319519,484.7573329,153.2758815,C,Provincial Land,Lightning,Surface,Flat,Clear,25,40,SW,15,Air Tanker
PWF100,2015,130.1750726,80.66626718,108.4055454,68.37937302,B,Provincial Land,Lightning,Crown,Flat,Clear,24,35,N,10,HAC
PWF100,2024,421.9397245,219.4789558,361.8257487,191.8213085,C,Private Land,Agriculture Industry,Surface,Flat,Clear,23,40,NW,10,Land Owner
PWF101,2025,139.3636247,100.9296343,108.7105298,115.2037107,B,Private Land,Agriculture Industry,Surface,Flat,Clear,28,32,W,2,HAC
PWF102,2010,175.1160748,74.74156187,146.6395189,84.65610988,C,Provincial Land,Lightning,Crown,Flat,Clear,22,56,S,5,HAC1H
PWF103,2009,1582.390448,448.5758988,1180.514629,424.9778874,D,Provincial Land,Lightning,Crown,Flat,CB Dry,23,40,N,10,HAC1H
PWF103,2010,279.5573264,52.92495501,181.2468636,62.67359156,C,Provincial Land,Lightning,Crown,Flat,CB Dry,20,60,W,5,HAC1H
PWF103,2012,174.6164106,93.65108277,154.6745134,106.413088,C,Private Land,Agriculture Industry,Surface,Flat,Clear,20,50,W,10,Land Owner
PWF103,2023,1147.254606,360.5219505,863.6176592,314.1941906,D,Provincial Land,Lightning,Surface,Flat,Clear,17,50,E,15,UNIT
PWF104,2023,133.7816321,62.37204127,117.5477807,64.70340772,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,65,SE,2,HAC
PWF104,2025,92.24082354,44.12077863,78.44998291,39.99981785,B,Provincial Land,Lightning,Surface,Flat,Clear,34,30,N,5,FPD Staff
PWF105,2024,216.0625881,18.36514082,196.9148007,20.69634577,B,Private Land,Agriculture Industry,Surface,Flat,Clear,12,52,SW,6,Land Owner
PWF106,2015,295.5622941,183.3190247,201.6216157,155.5700976,C,Provincial Land,Lightning,Crown,Flat,Cloudy,24,36,NW,15,FTAC
PWF106,2023,166.0611435,24.91373504,126.9216686,48.3475118,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,66,S,1,HAC
PWF107,2009,115.015825,66.03131235,91.47912421,65.15165975,B,Provincial Land,Lightning,Crown,Flat,CB Dry,26,35,S,15,HAC1H
PWF107,2015,158.2586146,37.63425987,111.8846758,85.23194155,B,Provincial Land,Lightning,Crown,Flat,Cloudy,23,34,S,7,UNIT
PWF107,2018,144.4483873,101.8717005,71.06371422,114.2768276,B,Provincial Land,Lightning,Surface,Middle 1/3,Clear,26,30,W,10,HAC
PWF107,2019,202.638719,,135.9553235,49.11240989,B,Provincial Land,Lightning,Surface,Flat,Clear,28,41,E,10,HAC
PWF108,2014,269.6607873,106.1378873,158.1258255,48.74215362,C,Private Land,Agriculture Industry,Surface,Flat,Clear,21,45,SW,7,Land Owner
PWF108,2015,92.00356493,42.75974036,75.92990035,47.77175839,B,Provincial Land,Lightning,Surface,Flat,CB Wet,21,70,N,5,HAC
PWF108,2019,227.3273027,51.85406297,188.8384549,46.91108325,C,Provincial Land,Lightning,Surface,Flat,Clear,27,38,S,10,HAC
PWF110,2015,137.0757548,47.26144531,118.2311044,11.69601543,B,Provincial Land,Lightning,Surface,Flat,CB Dry,26,30,SW,15,FPD Staff
PWF110,2019,287.0644574,70.57014902,227.4425547,72.82715656,C,Provincial Land,Lightning,Surface,Flat,Cloudy,27,35,N,15,Air Tanker
PWF111,2019,202.3990275,58.53173766,152.2957973,57.1022196,B,Provincial Land,Lightning,Crown,Flat,Cloudy,26,35,E,10,Air Tanker
PWF111,2023,109.2536473,78.87799246,98.67791174,53.41016963,B,Private Land,Resident,Surface,Flat,Clear,21,57,SW,8,Land Owner
PWF112,2023,87.87171211,18.3983928,71.61383032,51.23326282,B,Provincial Land,Lightning,Surface,Flat,Cloudy,29,50,E,1,HAC
PWF112,2025,142.0251622,43.01067255,102.6101301,41.75939267,B,Provincial Land,Lightning,Surface,Flat,Clear,31,25,SE,12,HAC
PWF113,2016,602.3595235,251.0234557,418.1695269,252.3246426,D,Private Land,Agriculture Industry,Surface,Flat,Cloudy,18,60,W,15,Land Owner
PWF115,2016,163.4721545,69.84065819,132.7567875,63.03418285,B,Private Land,Agriculture Industry,Surface,Flat,Clear,22,50,SW,15,Land Owner
PWF115,2019,33.15873338,21.09968483,25.07407063,15.13666833,A,Provincial Land,Lightning,Surface,Flat,Cloudy,27,40,SW,10,FTAC
PWF115,2023,197.7727796,61.65396106,166.6786,75.33325864,B,Provincial Land,Lightning,Surface,Bottom,Cloudy,26,48,SW,1,HAC
PWF116,2014,2118.199831,578.7410422,980.568217,704.7886701,E,Provincial Land,Agriculture Industry,Surface,Flat,Cloudy,16,40,E,30,HAC
PWF116,2015,165.6289017,156.5071788,116.5451244,153.5817306,C,Provincial Land,Lightning,Crown,Bottom,Clear,30,25,SW,10,FTAC
PWF116,2022,329.1619406,212.7517639,270.6067873,212.8250547,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,16,52,W,24,Land Owner
PWF116,2023,97.3399138,74.06091693,76.08783778,68.61018634,B,Private Land,Agriculture Industry,Surface,Flat,Clear,23,40,W,15,Fire Department
PWF117,2006,780.0540853,268.8587365,644.9011347,327.7356239,D,Provincial Land,Lightning,Crown,Flat,Clear,27,30,W,15,HAC1H
PWF117,2009,229.3704858,94.13977875,174.2465838,89.53738714,C,Private Land,Resident,Surface,Flat,Cloudy,20.3,48,N,5,Land Owner
PWF117,2018,245.301188,90.40595873,118.1502008,56.75112219,B,Private Land,Forest Industry,Surface,Flat,Clear,11,40,W,15,Industry
PWF117,2019,135.7210187,124.0566549,115.1202458,56.65461368,B,Provincial Land,Lightning,Surface,Flat,Clear,25,40,E,3,Air Tanker
PWF117,2022,491.4403407,255.6642193,374.4510985,197.8083434,C,Private Land,Resident,Surface,Flat,Clear,10,55,SW,10,Public
PWF118,2012,1386.429619,471.9923717,864.6165823,410.5262999,D,Provincial Land,Lightning,Crown,Flat,Clear,18,40,W,20,Air Tanker
PWF118,2018,203.1605902,125.411249,131.9001749,112.5119172,B,Private Land,Agriculture Industry,Ground,Flat,Clear,13,37,NW,10,HAC
PWF119,2023,121.761188,34.50429674,84.67036266,26.13090703,B,Provincial Land,Lightning,Surface,Flat,Clear,27,35,SW,5,HAC
PWF120,2009,159.6686708,59.63198465,60.44685203,61.89079548,B,Provincial Land,Lightning,Surface,Flat,Clear,20,35,SW,15,Air Tanker
PWF120,2010,103.3835739,64.87916119,81.58809392,60.80125418,B,Provincial Land,Lightning,Surface,Flat,CB Wet,20,85,N,5,HAC1H
PWF120,2023,1599.013126,251.6883561,1401.640481,506.9665304,D,Provincial Land,Lightning,Surface,Flat,Clear,28,35,W,15,HAC
PWF121,2006,125.3223021,42.36483396,117.6579301,14.64719671,B,Private Land,Resident,Ground,Flat,CB Dry,30,27,W,16,Fire Department
PWF121,2022,491.6434671,,143.2286561,66.72860942,B,Private Land,Agriculture Industry,Surface,Flat,Cloudy,3,58,SW,26,Land Owner
PWF121,2023,399.2531735,167.8238384,250.2111103,143.6758104,C,Provincial Park,Lightning,Surface,Flat,Cloudy,17,64,NE,4,Air Tanker
PWF122,2006,111.4015143,41.64954198,86.54722827,42.39300732,B,Private Land,Resident,Surface,Flat,Clear,32,30,W,10,Fire Department
PWF122,2023,106.5861096,40.70049904,80.58162285,51.11942321,B,Provincial Land,Lightning,Surface,Flat,Cloudy,27,32,SW,10,Air Tanker
PWF124,2012,71.1140042,58.29405912,62.57359505,49.63433716,B,Private Land,Agriculture Industry,Surface,Flat,Clear,10,70,W,6,Public
PWF125,2023,14537.08275,1317.105296,11148.10198,5142.897955,E,Provincial Land,Lightning,Surface,Flat,Cloudy,15,50,SW,15,HAC
PWF126,2012,147.2771985,58.11842663,106.7730019,62.54670048,B,Provincial Land,Lightning,Surface,Flat,Clear,25,37,W,15,HAC1H
PWF132,2010,506.9972697,231.3014189,452.4372163,310.6768754,C,Provincial Land,Lightning,Crown,Flat,Cloudy,21,52,W,15,Air Tanker
PWF132,2012,9456.800804,6215.112318,3268.381682,4981.783118,E,Provincial Land,Lightning,Crown,Lower 1/3,Clear,22,24,W,10,Air Tanker
PWF132,2025,470.130571,202.7382615,335.372171,198.993507,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,22,63,SE,5,Fire Department
PWF134,2010,559.7339263,193.4585662,397.2923975,156.174011,C,Provincial Land,Lightning,Crown,Flat,Clear,24,30,W,30,Air Tanker
PWF135,2015,314.4701748,64.76474435,246.4118228,79.45206411,C,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,28,27,W,5,HAC
PWF137,2015,190.1047385,49.47445509,167.9204329,46.49509831,B,Provincial Land,Lightning,Surface,Flat,Clear,27,40,W,15,HAC
PWF138,2009,450.2992819,152.9547281,344.0321878,132.6079482,C,Private Land,Resident,Surface,Flat,Clear,26,30,W,20,Land Owner
PWF141,2023,130.1327638,42.2289416,104.0179392,40.63001455,B,Private Land,Agriculture Industry,Ground,Flat,Cloudy,20,42,S,2,Land Owner
PWF141,2025,231.2557579,64.07379178,170.9623624,29.37563133,B,Provincial Land,Forest Industry,Surface,Flat,Cloudy,14,45,SE,15,FPD Staff
PWF142,2010,229.3899487,81.83893177,195.7823983,96.69919074,C,Private Land,Resident,Surface,Flat,Clear,31,28,N,15,Fire Department
PWF143,2025,422.4355028,153.2201004,208.8028008,174.5333052,C,Provincial Land,Recreation,Surface,Middle 1/3,Clear,18,35,SE,35,HAC
PWF145,2006,,,134.8859049,68.89012613,B,Private Land,Resident,Surface,Flat,Cloudy,4,35,NW,10,Land Owner
PWF146,2025,128.0760009,39.94297725,75.11410622,34.24552479,B,Provincial Land,Undetermined,Surface,Flat,Clear,15,33,W,20,FPD Staff
PWF153,2015,181.2898379,48.61676397,113.2595961,62.51359423,B,Provincial Land,Agriculture Industry,Surface,Flat,CB Wet,15,70,CLM,0,Fire Department
PWF154,2009,227.1728192,66.19594267,129.5534082,61.84793126,B,Private Land,Resident,Surface,Flat,Clear,12,45,W,30,HAC1H
PWF159,2025,380.9835884,225.0875287,169.7225449,153.3968459,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,0,72,SW,20,Land Owner
PWF166,2012,1642.947162,619.3229474,1512.028882,640.4446736,E,Provincial Land,Lightning,Surface,Flat,Clear,17,35,W,65,HAC1H
PWF171,2010,204.6910752,77.30736263,156.7255766,66.70586006,C,Private Land,Lightning,Crown,Flat,Clear,24,50,SW,15,Air Tanker
PWF171,2012,228.7072558,160.9480158,139.9256779,111.0616469,C,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,25,30,NW,25,HAC
PWF174,2012,3879.638968,1056.184061,2997.732155,1000.755477,E,Provincial Land,Lightning,Surface,Bottom,Clear,10,50,NW,15,Air Tanker
PWF180,2012,208.8531919,58.52078147,174.7907608,58.77119078,B,Private Land,Agriculture Industry,Surface,Flat,Cloudy,17,42,S,35,Land Owner
PWF189,2010,107.7257349,9.694137048,52.9562112,60.11641948,B,Provincial Land,Power Line Industry,Surface,Upper 1/3,Cloudy,19,20,SW,20,FPD Staff
PWF191,2010,166.5909449,45.53284245,114.2151558,,B,Private Land,Resident,Surface,Flat,Clear,5,45,W,10,Land Owner
RWF001,2009,223.1187642,58.67911504,141.1372099,25.20059703,B,Indian Reservation,Resident,Surface,Flat,Cloudy,15,13,NW,7,HAC1H
RWF001,2010,341.853919,5.720661065,265.3823606,21.23647252,C,Provincial Land,Recreation,Surface,Lower 1/3,Clear,8.8,14,NW,10,FPD Staff
RWF001,2016,374.0661717,225.1760211,291.0078459,266.9946175,C,Provincial Land,Incendiary,Surface,Flat,Clear,22,19,NE,10,HAC
RWF002,2016,129.0757326,118.1884993,100.5386028,112.3587268,B,Provincial Land,Undetermined,Surface,Upper 1/3,Clear,19,25,W,5,FTAC
RWF003,2018,121.3978994,28.63094932,82.24028972,51.96285129,B,Private Land,Resident,Surface,Flat,Cloudy,16,43,W,2,Fire Department
RWF004,2014,251.6025926,108.9314511,185.6525747,210.6672764,C,Private Land,Undetermined,Surface,Flat,Clear,20,25,CLM,0,Air Tanker
RWF004,2017,259.3169603,125.4849241,180.1718736,124.3236972,C,Private Land,Resident,Surface,Flat,Clear,24,20,W,30,Fire Department
RWF005,2022,257.3785765,95.5254847,227.1342952,137.7601942,C,Provincial Land,Undetermined,Surface,Upper 1/3,Cloudy,2,32,W,24,FPD Staff
RWF005,2025,749.8232968,335.3089716,457.1853889,373.7176893,D,Provincial Land,Under Investigation,Ground,Middle 1/3,Cloudy,3,18,S,45,Industry
RWF006,2013,175.2796868,43.51979973,118.3864163,40.54890191,B,Private Land,Resident,Surface,Flat,Clear,16,27,W,20,HAC
RWF006,2016,224.3643604,58.32363056,140.9594329,65.6172744,B,Private Land,Undetermined,Ground,Flat,Clear,14.3,25,W,25,Fire Department
RWF007,2010,310.9479894,33.63232794,166.8443475,18.27001609,B,Provincial Land,Recreation,Crown,Flat,Cloudy,15,25,CLM,0,HAC1H
RWF008,2018,107.1112036,28.48253677,94.78246515,35.02536711,B,Private Land,Resident,Ground,Flat,Cloudy,24,22,NE,2,Land Owner
RWF008,2019,268.6532246,120.9306115,144.5781338,97.6403882,C,Private Land,Resident,Surface,Flat,Clear,7,61,NW,3,Land Owner
RWF009,2020,199.9320287,18.92352297,176.3153802,22.23320427,B,Private Land,Incendiary,Surface,Flat,Clear,15,26,NW,5,Fire Department
RWF010,2010,202.0209476,42.48834151,95.68854809,,B,Indian Reservation,Resident,Surface,Flat,Clear,22,25,SW,20,HAC1H
RWF010,2022,104.5385812,75.36162254,53.08146918,58.14175756,B,Private Land,Resident,Surface,Flat,Cloudy,9,40,W,10,Fire Department
RWF011,2009,124.9601396,44.42059997,99.49791787,31.76593403,B,Indian Reservation,Resident,Surface,Lower 1/3,Clear,20,17,CLM,0,Fire Department
RWF011,2010,498.9155537,78.28629744,283.1516781,178.9890388,C,Private Land,Resident,Surface,Flat,Clear,25,20,SE,30,Fire Department
RWF011,2011,3862.336201,705.3463848,2643.154452,71.4176181,E,Provincial Land,Power Line Industry,Surface,Flat,Clear,12,26,SE,30,Air Tanker
RWF011,2021,284.6567592,125.5582336,162.8648916,204.1716402,C,Private Land,Resident,Surface,Bottom,Clear,13,27,S,13,Fire Department
RWF011,2023,257.1764643,139.5850274,157.8163443,11.67271063,C,Private Land,Resident,Surface,Flat,Clear,14.9,21,N,6,HAC
RWF012,2009,272.0429674,168.2705355,219.5014268,133.9933009,C,Private Land,Resident,Surface,Middle 1/3,Clear,14,41,SE,10,Fire Department
RWF012,2011,116.5299697,81.18174639,72.49154661,61.28963987,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,19,17,S,22,Air Tanker
RWF012,2013,97.32757279,54.47977638,91.68025272,64.85948083,B,Private Land,Resident,Surface,Flat,Clear,23,22,NW,10,Fire Department
RWF012,2023,533.8652632,289.7978011,391.487149,298.0540106,D,Provincial Land,Undetermined,Surface,Upper 1/3,Clear,18,30,SW,10,HAC
